ELSI Export,,,,,,,,,,,
,,,,,,,,,,,
National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/,,,,,,,,,,,
,,,,,,,,,,,
This is a Public School based table with the following filters applied: State(s) (All Years): OHIO,,,,,,,,,,,
,,,,,,,,,,,
School Name,State Name [Public School] Latest available year,Agency Name [Public School] 2018-19,County Name [Public School] 2018-19,Location ZIP [Public School] 2018-19,Location City [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19
LIBERTY CENTER MIDDLE SCHOOL,Ohio,Liberty Center Local,Henry County,43532,Liberty Center,332,–,–,–,16.84,19.71
LIBERTY EARLY CHILDHOOD SCHOOL,Ohio,Lakota Local,Butler County,45011,Liberty Twp,425,40,4,44,16,26.56
LIBERTY ELEMENTARY SCHOOL,Ohio,River Valley Local,Marion County,43314,Caledonia,426,198,32,230,18.85,22.6
LIBERTY ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43232,Columbus,515,–,–,–,26,19.81
LIBERTY ELEMENTARY SCHOOL,Ohio,Worthington City,Franklin County,43065,Powell,475,96,28,124,26.05,18.23
LIBERTY ELEMENTARY SCHOOL,Ohio,North Ridgeville City,Lorain County,44039,North Ridgeville,640,111,20,131,28,22.86
LIBERTY HIGH SCHOOL,Ohio,Liberty Local,Trumbull County,44505,Youngstown,358,313,42,355,22,16.27
LIBERTY HIGH SCHOOL,OHIO,Liberty High School,Montgomery County,45402,Dayton,137,–,–,–,8.2,16.71
LIBERTY JUNIOR SCHOOL,Ohio,Lakota Local,Butler County,45044,Liberty Township,769,81,12,93,31.75,24.22
LIBERTY MIDDLE SCHOOL,Ohio,Newark City,Licking County,43055,Newark,508,200,31,231,23.5,21.62
LIBERTY PREPARATORY SCHOOL,Ohio,Liberty Preparatory School,Wayne County,44677,Smithville,72,–,–,–,6,12
LIBERTY TREE ELEMENTARY SCHOOL,Ohio,Olentangy Local,Delaware County,43065,Powell,627,20,9,29,25.19,24.89
LIBERTY UNION ELEMENTARY SCHOOL,Ohio,Liberty Union-Thurston Local,Fairfield County,43105,Baltimore,440,129,28,157,24,18.33
LIBERTY UNION HIGH SCHOOL,Ohio,Liberty Union-Thurston Local,Fairfield County,43105,Baltimore,394,88,15,103,24,16.42
LIBERTY UNION MIDDLE SCHOOL,Ohio,Liberty Union-Thurston Local,Fairfield County,43105,Baltimore,390,88,16,104,21,18.57
LIBERTY-BENTON ELEMENTARY SCHOOL,Ohio,Liberty-Benton Local,Hancock County,45840,Findlay,660,138,41,179,40.43,16.32
LIBERTY-BENTON HIGH SCHOOL,Ohio,Liberty-Benton Local,Hancock County,45840,Findlay,464,62,24,86,32.05,14.48
LIBERTY-BENTON MIDDLE SCHOOL,Ohio,Liberty-Benton Local,Hancock County,45840,Findlay,362,58,25,83,20.32,17.81
LICKING HEIGHTS CENTRAL INTERMEDIATE SCHOOL,Ohio,Licking Heights Local,Licking County,43062,Pataskala,449,114,33,147,25,17.96
LICKING HEIGHTS HIGH SCHOOL,Ohio,Licking Heights Local,Licking County,43062,Pataskala,1191,355,105,460,61,19.52
LICKING HEIGHTS MIDDLE SCHOOL,Ohio,Licking Heights Local,Licking County,43062,Pataskala,1011,340,81,421,44.5,22.72
LICKING HEIGHTS NORTH ELEMENTARY SCHOOL,OHIO,Licking Heights Local,Licking County,43062,Pataskala,20,–,–,–,0,†
LICKING VALLEY ELEMENTARY SCHOOL,Ohio,Licking Valley Local,Licking County,43055,Newark,963,314,60,374,47,20.49
LICKING VALLEY HIGH SCHOOL,Ohio,Licking Valley Local,Licking County,43055,Newark,570,132,36,168,31.44,18.13
LICKING VALLEY MIDDLE SCHOOL,Ohio,Licking Valley Local,Licking County,43055,Newark,494,141,33,174,27.6,17.9
LIGHTHOUSE COMMUNITY SCH INC,Ohio,Lighthouse Community Sch Inc,Hamilton County,45227,Cincinnati,55,–,–,–,6,9.17
LIMA HS - PRESCHOOL,OHIO,Lima City,Allen County,45801,Lima,0,–,–,–,0,†
LIMA NORTH MIDDLE SCHOOL,Ohio,Lima City,Allen County,45801,Lima,383,–,–,–,25,15.32
LIMA SENIOR HIGH SCHOOL,Ohio,Lima City,Allen County,45801,Lima,1050,–,–,–,73.08,14.37
LIMA SOUTH SCIENCE-TECHNOLOGY MAGNET K-8,Ohio,Lima City,Allen County,45804,Lima,161,–,–,–,18,8.94
LIMA WEST MIDDLE SCHOOL,Ohio,Lima City,Allen County,45805,Lima,406,–,–,–,28,14.5
LINCOLN ELEMENTARY SCHOOL,Ohio,Findlay City,Hancock County,45840,Findlay,319,162,34,196,20,15.95
LINCOLN ELEMENTARY SCHOOL,Ohio,Springfield City School District,Clark County,45505,Springfield,384,–,–,–,24,16
LINCOLN ELEMENTARY SCHOOL,Ohio,Gahanna-Jefferson City,Franklin County,43230,Gahanna,411,57,23,80,22,18.68
LINCOLN ELEMENTARY SCHOOL,Ohio,Wadsworth City,Medina County,44281,Wadsworth,234,73,19,92,12.51,18.71
LINCOLN ELEMENTARY SCHOOL,Ohio,Lakewood City,Cuyahoga County,44107,Lakewood,283,75,16,91,15.25,18.56
LINCOLN ELEMENTARY SCHOOL,Ohio,Cuyahoga Falls City,Summit County,44221,Cuyahoga Falls,491,178,24,202,32,15.34
LINCOLN HEIGHTS ELEMENTARY SCHOOL,Ohio,Princeton City,Hamilton County,45215,Cincinnati,290,254,10,264,18.12,16
LINCOLN HIGH SCHOOL,Ohio,Gahanna-Jefferson City,Franklin County,43230,Gahanna,2254,405,120,525,124.93,18.04
LINCOLN PARK ACADEMY,Ohio,Lincoln Park Academy,Cuyahoga County,44109,Cleveland,412,–,–,–,20.5,20.1
LINCOLN PARK ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43207,Columbus,356,–,–,–,18,19.78
LINCOLN PK-8 SCHOOL,Ohio,Warren City,Trumbull County,44483,Warren,1195,–,–,–,65,18.38
LINCOLN PRE-KINDERGARTEN SCHOOL,OHIO,Tiffin City,Seneca County,44883,Tiffin,88,31,7,38,3,29.33
LINCOLN WEST SCHOOL OF GLOBAL STUDIES,OHIO,Cleveland Municipal,Cuyahoga County,44109,Cleveland,272,–,–,–,27,10.07
LINCOLN WEST SCHOOL OF SCIENCE & HEALTH,OHIO,Cleveland Municipal,Cuyahoga County,44109,Cleveland,220,–,–,–,23,9.57
LINCOLN-WEST HIGH SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44109,Cleveland,163,–,–,–,18,9.06
LINCOLNVIEW ELEMENTARY SCHOOL,Ohio,Lincolnview Local,Van Wert County,45891,Van Wert,435,–,–,–,24.7,17.61
LINCOLNVIEW JR/SR HIGH SCHOOL,Ohio,Lincolnview Local,Van Wert County,45891,Van Wert,395,181,49,230,24.21,16.32
LINDBERGH ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43223,Columbus,297,–,–,–,17,17.47
LINDEN ELEMENTARY SCHOOL,Ohio,Hamilton City,Butler County,45015,Hamilton,723,390,80,470,39,18.54
LINDEN PARK NEIGHBORHOOD EARLY CHILDHOOD EDUCATION CENTER,OHIO,Columbus City School District,Franklin County,43211,Columbus,47,–,–,–,0,†
LINDEN STEM ACADEMY (K-6),Ohio,Columbus City School District,Franklin County,43211,Columbus,398,–,–,–,20,19.9
LINDEN-MCKINLEY STEM ACADEMY,Ohio,Columbus City School District,Franklin County,43211,Columbus,645,–,–,–,42,15.36
LITCHFIELD MIDDLE SCHOOL,Ohio,Akron City,Summit County,44313,Akron,665,–,–,–,49,13.57
LITTLE LEARNERS PRESCHOOL,OHIO,Newark City,Licking County,43055,Newark,0,–,–,–,0,†
LITTLE MIAMI ELEMENTARY SCHOOL,Ohio,Little Miami Local,Warren County,45039,Maineville,828,135,29,164,32.83,25.22
LITTLE MIAMI HIGH SCHOOL,Ohio,Little Miami Local,Warren County,45152,Morrow,1318,174,47,221,58.05,22.7
LITTLE MIAMI MIDDLE SCHOOL,Ohio,Little Miami Local,Warren County,45152,Morrow,735,116,25,141,33.29,22.08
LITTLE MIAMI PRIMARY SCHOOL,Ohio,Little Miami Local,Warren County,45152,Morrow,1219,151,21,172,56,21.77
LITTLE WHIPPETS PRESCHOOL,OHIO,Shelby City,Richland County,44875,Shelby,109,–,–,–,2,54.5
LIVE OAKS CDC,Ohio,Great Oaks Career Campuses,Clermont County,45150,Milford,0,–,–,–,37,0
LIVINGSTON ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43205,Columbus,419,–,–,–,22,19.05
LOCKLAND ELEMENTARY SCHOOL,Ohio,Lockland Local,Hamilton County,45215,Lockland,291,–,–,–,14,20.79
LOCKLAND HIGH SCHOOL,Ohio,Lockland Local,Hamilton County,45215,Lockland,174,–,–,–,9,19.33
LOCKLAND MIDDLE SCHOOL,Ohio,Lockland Local,Hamilton County,45215,Lockland,87,–,–,–,4,21.75
LOCUST CORNER ELEMENTARY SCHOOL,Ohio,New Richmond Exempted Village,Clermont County,45245,Cincinnati,448,95,18,113,26.4,16.97
LOGAN ELM HIGH SCHOOL,Ohio,Logan Elm Local,Pickaway County,43113,Circleville,570,154,27,181,34,16.76
LOGAN HIGH SCHOOL,Ohio,Logan-Hocking Local,Hocking County,43138,Logan,1107,–,–,–,64,17.3
LOGAN-HOCKING MIDDLE SCHOOL,Ohio,Logan-Hocking Local,Hocking County,43138,Logan,1174,–,–,–,65.55,17.91
LOHR ELEMENTARY SCHOOL,Ohio,Perry Local,Stark County,44662,Navarre,243,51,19,70,13.8,17.61
LOMOND ELEMENTARY SCHOOL,Ohio,Shaker Heights City,Cuyahoga County,44122,Shaker Heights,374,162,25,187,22,17
LONDON ELEMENTARY SCHOOL,Ohio,London City,Madison County,43140,London,1033,359,18,377,50.53,20.44
LONDON HIGH SCHOOL,Ohio,London City,Madison County,43140,London,586,153,8,161,32.62,17.96
LONDON MIDDLE SCHOOL,Ohio,London City,Madison County,43140,London,484,173,14,187,25.59,18.91
LONGCOY ELEMENTARY SCHOOL,Ohio,Kent City,Portage County,44240,Kent,280,115,18,133,15.24,18.37
LONGFELLOW ELEMENTARY SCHOOL,Ohio,Toledo City,Lucas County,43613,Toledo,677,–,–,–,34,19.91
LONGFELLOW ELEMENTARY SCHOOL,Ohio,Fostoria City,Seneca County,44830,Fostoria,252,131,19,150,15,16.8
LONGFELLOW ELEMENTARY SCHOOL,Ohio,Willoughby-Eastlake City,Lake County,44095,Eastlake,457,195,38,233,29,15.76
LONGFELLOW MIDDLE SCHOOL,Ohio,Lorain City,Lorain County,44052,Lorain,371,–,–,–,25.2,14.72
LONGFELLOW PRIMARY SCHOOL,Ohio,Sidney City,Shelby County,45365,Sidney,279,198,42,240,14,19.93
LORAIN BILINGUAL PREPARATORY ACADEMY,OHIO,Lorain Bilingual Preparatory Academy,Lorain County,44052,Lorain,116,–,–,–,7,16.57
LORAIN HIGH SCHOOL,Ohio,Lorain City,Lorain County,44052,Lorain,1995,–,–,–,105.3,18.95
LORAIN PREPARATORY ACADEMY,Ohio,Lorain Preparatory Academy,Lorain County,44053,Lorain,529,–,–,–,26,20.35
LORDSTOWN ELEMENTARY SCHOOL,Ohio,Lordstown Local,Trumbull County,44481,Warren,258,101,22,123,17.5,14.74
LORDSTOWN HIGH SCHOOL,Ohio,Lordstown Local,Trumbull County,44481,Warren,215,51,14,65,16.03,13.41
LOUDONVILLE HIGH SCHOOL,Ohio,Loudonville-Perrysville Exempted Village,Ashland County,44842,Loudonville,319,109,37,146,25.5,12.51
LOUDONVILLE JUNIOR HIGH SCHOOL,Ohio,Loudonville-Perrysville Exempted Village,Ashland County,44842,Loudonville,166,–,–,–,9.5,17.47
LOUIS AGASSIZ SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44111,Cleveland,286,–,–,–,20,14.3
LOUISA MAY ALCOTT ELEMENTARY SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44102,Cleveland,220,–,–,–,15,14.67
LOUISE TROY ELEMENTARY SCHOOL,Ohio,Dayton City,Montgomery County,45408,Dayton,441,–,–,–,25,17.64
LOUISVILLE ELEMENTARY SCHOOL,Ohio,Louisville City,Stark County,44641,Louisville,991,286,82,368,48.9,20.27
LOUISVILLE HIGH SCHOOL,Ohio,Louisville City,Stark County,44641,Louisville,825,257,84,341,40.57,20.34
LOUISVILLE MIDDLE SCHOOL,Ohio,Louisville City,Stark County,44641,Louisville,677,213,60,273,38.35,17.65
LOVELAND EARLY CHILDHOOD CENTER,Ohio,Loveland City,Clermont County,45140,Loveland,484,49,4,53,17.4,27.82
LOVELAND ELEMENTARY SCHOOL,Ohio,Loveland City,Hamilton County,45140,Loveland,670,88,10,98,28.65,23.39
LOVELAND HIGH SCHOOL,Ohio,Loveland City,Hamilton County,45140,Loveland,1455,131,28,159,78.34,18.57
LOVELAND INTERMEDIATE SCHOOL,Ohio,Loveland City,Hamilton County,45140,Loveland,716,92,15,107,35.25,20.31
LOVELAND MIDDLE SCHOOL,Ohio,Loveland City,Hamilton County,45140,Loveland,738,71,10,81,38.28,19.28
LOVELAND PRIMARY SCHOOL,Ohio,Loveland City,Hamilton County,45140,Loveland,539,77,5,82,24,22.46
LOWELL ELEMENTARY SCHOOL,Ohio,Fort Frye Local,Washington County,45744,Lowell,149,79,15,94,10.04,14.84
LOWELLVILLE ELEMENTARY SCHOOL,Ohio,Lowellville Local,Mahoning County,44436,Lowellville,274,–,–,–,17.75,15.44
LOWELLVILLE HIGH SCHOOL,Ohio,Lowellville Local,Mahoning County,44436,Lowellville,226,186,37,223,17.96,12.58
LUCAS ELEMENTARY SCHOOL,Ohio,Lucas Local,Richland County,44843,Lucas,237,125,31,156,17.2,13.78
LUCAS HERITAGE MIDDLE SCHOOL,Ohio,Lucas Local,Richland County,44843,Lucas,80,–,–,–,5.45,14.68
LUCAS HIGH SCHOOL,Ohio,Lucas Local,Richland County,44843,Lucas,205,–,–,–,14.85,13.8
LUIS MUNOZ MARIN SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44113,Cleveland,524,–,–,–,39,13.44
LUTHER E BALL (CHJCF),Ohio,Buckeye United School District,Cuyahoga County,44128,Highland Hills,113,110,0,110,20,5.65
LUTZ ELEMENTARY SCHOOL,Ohio,Fremont City,Sandusky County,43420,Fremont,252,–,–,–,17.2,14.65
LYNCHBURG-CLAY ELEMENTARY SCHOOL,Ohio,Lynchburg-Clay Local,Highland County,45142,Lynchburg,537,216,50,266,33,16.27
LYNCHBURG-CLAY HIGH SCHOOL,Ohio,Lynchburg-Clay Local,Highland County,45142,Lynchburg,332,94,21,115,22.43,14.8
LYNCHBURG-CLAY MIDDLE SCHOOL,Ohio,Lynchburg-Clay Local,Highland County,45142,Lynchburg,265,85,20,105,17.57,15.08
M L KING ELEMENTARY SCHOOL,Ohio,Youngstown City,Mahoning County,44505,Youngstown,334,–,–,–,29,11.52
MAD RIVER EARLY CHILDHOOD CENTER,Ohio,Mad River Local,Montgomery County,45431,Dayton,149,18,8,26,6,24.83
MAD RIVER MIDDLE SCHOOL,Ohio,Mad River Local,Montgomery County,45424,Dayton,521,240,59,299,32.2,16.18
MADDUX ELEMENTARY SCHOOL,Ohio,Forest Hills Local,Hamilton County,45230,Cincinnati,541,90,12,102,28,19.32
MADDUX-LANG PRIMARY SCHOOL,Ohio,Miamisburg City,Montgomery County,45342,Miamisburg,177,–,–,–,10,17.7
MADEIRA ELEMENTARY SCHOOL,Ohio,Madeira City,Hamilton County,45243,Cincinnati,628,27,3,30,28.06,22.38
MADEIRA HIGH SCHOOL,Ohio,Madeira City,Hamilton County,45243,Cincinnati,403,25,7,32,29.82,13.51
MADEIRA MIDDLE SCHOOL,Ohio,Madeira City,Hamilton County,45243,Madeira,485,27,6,33,24.35,19.92
MADISON AVENUE ELEMENTARY SCHOOL,Ohio,Riverside Local,Lake County,44077,Painesville,207,61,8,69,13,15.92
MADISON AVENUE SCHOOL OF ARTS,Ohio,Madison Avenue School of Arts,Lucas County,43604,Toledo,526,–,–,–,27,19.48
MADISON EARLY CHILDHOOD LEARNING CENTER,Ohio,Madison Local,Richland County,44905,Mansfield,30,–,–,–,2.6,11.54
MADISON ELEMENTARY SCHOOL,Ohio,Groveport Madison Local,Franklin County,43232,Columbus,381,237,39,276,18,21.17
MADISON ELEMENTARY SCHOOL,Ohio,Madison Local,Butler County,45042,Middletown,822,236,53,289,42,19.57
MADISON HIGH SCHOOL,Ohio,Madison Local,Butler County,45042,Middletown,419,131,34,165,33.72,12.43
MADISON HIGH SCHOOL,Ohio,Madison Local,Richland County,44905,Mansfield,885,373,97,470,66,13.41
MADISON HIGH SCHOOL,Ohio,Madison Local,Lake County,44057,Madison,983,262,57,319,46.25,21.25
MADISON JUNIOR HIGH,Ohio,Madison Local,Butler County,45042,Middletown,233,–,–,–,2,116.5
MADISON MIDDLE SCHOOL,Ohio,Madison Local,Lake County,44057,Madison,697,214,55,269,30.5,22.85
MADISON MIDDLE SCHOOL,Ohio,Madison Local,Richland County,44905,Mansfield,958,476,123,599,67.36,14.22
MADISON PARK ELEMENTARY,Ohio,Trotwood-Madison City,Montgomery County,45426,Trotwood,388,–,–,–,25,15.52
MADISON PRE-K,Ohio,Madison Local,Lake County,44057,Madison,166,–,–,–,6,27.67
MADISON SOUTH ELEMENTARY SCHOOL,Ohio,Madison Local,Richland County,44907,Mansfield,555,371,50,421,32,17.34
MADISON-PLAINS ELEMENTARY SCHOOL,Ohio,Madison-Plains Local,Madison County,43140,London,365,–,–,–,20,18.25
MADISON-PLAINS HIGH SCHOOL,Ohio,Madison-Plains Local,Madison County,43140,London,316,146,36,182,23,13.74
MADISON-PLAINS INTERMEDIATE SCHOOL,Ohio,Madison-Plains Local,Madison County,43140,London,302,254,45,299,14,21.57
MADISON-PLAINS JUNIOR HIGH,Ohio,Madison-Plains Local,Madison County,43140,London,187,–,–,–,12,15.58
MADISONVILLE SMART ELEMENTARY,Ohio,Madisonville SMART Elementary,Hamilton County,45227,Cincinnati,127,–,–,–,8,15.88
MAGSIG MIDDLE SCHOOL,Ohio,Centerville City,Montgomery County,45459,Centerville,605,74,26,100,36.02,16.8
MAHONING CAREER & TECHNICAL,Ohio,Mahoning Co Career & Tech Ctr,Mahoning County,44406,Canfield,0,–,–,–,0,†
MAHONING COUNTY HIGH SCHOOL,Ohio,Mahoning County High School,Mahoning County,44505,Youngstown,70,67,0,67,0,†
MAHONING UNLIMITED CLASSROOM,Ohio,Mahoning Unlimited Classroom,Mahoning County,44512,Youngstown,135,–,–,–,5.84,23.12
MAIN ELEMENTARY SCHOOL,Ohio,Beavercreek City,Greene County,45434,Beavercreek,596,82,15,97,33.86,17.6
MAIN PREPARATORY ACADEMY,Ohio,Main Preparatory Academy,Summit County,44301,Akron,145,–,–,–,10,14.5
MAIN STREET SCHOOL,Ohio,Norwalk City,Huron County,44857,Norwalk,466,234,36,270,19,24.53
MAIZE ROAD ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43224,Columbus,287,–,–,–,18,15.94
MALABAR INTERMEDIATE SCHOOL,Ohio,Mansfield City,Richland County,44907,Mansfield,714,–,–,–,43.28,16.5
MALVERN ELEMENTARY SCHOOL,Ohio,Brown Local,Carroll County,44644,Malvern,304,–,–,–,18.22,16.68
MALVERN HIGH SCHOOL,Ohio,Brown Local,Carroll County,44644,Malvern,159,138,18,156,13.45,11.82
MALVERN MIDDLE SCHOOL,Ohio,Brown Local,Carroll County,44644,Malvern,154,–,–,–,7.33,21.01
MANCHESTER ELEMENTARY SCHOOL,Ohio,Manchester Local,Adams County,45144,Manchester,473,–,–,–,28.12,16.82
MANCHESTER HIGH SCHOOL,Ohio,Manchester Local,Adams County,45144,Manchester,375,–,–,–,22,17.05
MANCHESTER HIGH SCHOOL,Ohio,Manchester Local,Summit County,44319,Akron,416,80,16,96,27.83,14.95
MANCHESTER MIDDLE SCHOOL,Ohio,Manchester Local,Summit County,44319,Akron,407,83,9,92,24.17,16.84
MANN ELEMENTARY SCHOOL,Ohio,Springfield City School District,Clark County,45505,Springfield,437,–,–,–,24.5,17.84
MANSFIELD MIDDLE SCHOOL,Ohio,Mansfield City,Richland County,44906,Mansfield,467,–,–,–,33.53,13.93
MANSFIELD SENIOR HIGH SCHOOL,Ohio,Mansfield City,Richland County,44906,Mansfield,801,–,–,–,58.17,13.77
MANSFIELD SPANISH IMMERSION SCHOOL,Ohio,Mansfield City,Richland County,44903,Mansfield,252,–,–,–,17.33,14.54
MAPLE DALE ELEMENTARY SCHOOL,Ohio,Sycamore Community City,Hamilton County,45242,Cincinnati,656,73,4,77,35,18.74
MAPLE ELEMENTARY SCHOOL,Ohio,Painesville City Local,Lake County,44077,Painesville,434,297,51,348,27,16.07
MAPLE HEIGHTS HIGH SCHOOL,Ohio,Maple Heights City,Cuyahoga County,44137,Maple Heights,1089,–,–,–,59,18.46
MAPLE INTERMEDIATE ELEMENTARY SCHOOL,Ohio,North Olmsted City,Cuyahoga County,44070,North Olmsted,251,106,26,132,13.4,18.73
MAPLE LEAF ELEMENTARY SCHOOL,Ohio,Garfield Heights City Schools,Cuyahoga County,44125,Garfield Heights,503,–,–,–,30,16.77
MAPLEHURST ELEMENTARY SCHOOL,Ohio,Norwalk City,Huron County,44857,Norwalk,476,225,26,251,25.5,18.67
MAPLETON ELEMENTARY SCHOOL,Ohio,Mapleton Local,Ashland County,44805,Ashland,398,110,41,151,22.77,17.48
MAPLETON HIGH SCHOOL,Ohio,Mapleton Local,Ashland County,44805,Ashland,268,120,57,177,16.13,16.62
MAPLETON MIDDLE SCHOOL,Ohio,Mapleton Local,Ashland County,44805,Ashland,226,–,–,–,14.67,15.41
MAPLEWOOD CAREER CENTER BUILDING,Ohio,Maplewood Career Center,Portage County,44266,Ravenna,0,–,–,–,44,0
MAPLEWOOD ELEMENTARY SCHOOL,Ohio,Maplewood Local,Trumbull County,44410,Cortland,370,136,13,149,21,17.62
MAPLEWOOD ELEMENTARY SCHOOL,Ohio,Shawnee Local,Allen County,45805,Lima,382,92,25,117,19,20.11
MAPLEWOOD ELEMENTARY SCHOOL,Ohio,Sylvania Schools,Lucas County,43560,Sylvania,480,56,14,70,23.5,20.43
MAPLEWOOD HIGH SCHOOL,Ohio,Maplewood Local,Trumbull County,44410,Cortland,314,80,12,92,21,14.95
MARGARETTA ELEMENTARY SCHOOL,Ohio,Margaretta Local,Erie County,44824,Castalia,557,160,43,203,30,18.57
MARGARETTA HIGH SCHOOL,Ohio,Margaretta Local,Erie County,44824,Castalia,589,171,63,234,30,19.63
MARIEMONT ELEMENTARY SCHOOL,Ohio,Mariemont City,Hamilton County,45227,Cincinnati,563,38,7,45,32.95,17.09
MARIEMONT HIGH SCHOOL,Ohio,Mariemont City,Hamilton County,45227,Cincinnati,498,51,6,57,38.5,12.94
MARIEMONT JUNIOR HIGH SCHOOL,Ohio,Mariemont City,Hamilton County,45227,Cincinnati,293,27,3,30,15.1,19.4
MARIETTA ELEMENTARY SCHOOL,Ohio,Marietta City,Washington County,45750,Marietta,261,141,14,155,19,13.74
MARIETTA HIGH SCHOOL,Ohio,Marietta City,Washington County,45750,Marietta,774,288,49,337,41.03,18.86
MARIETTA MIDDLE SCHOOL,Ohio,Marietta City,Washington County,45750,Marietta,600,246,49,295,35,17.14
MARION C SELTZER ELEMENTARY SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44102,Cleveland,443,–,–,–,26,17.04
MARION L STEELE HIGH SCHOOL,Ohio,Amherst Exempted Village,Lorain County,44001,Amherst,1238,195,61,256,61.5,20.13
MARION LOCAL ELEMENTARY SCHOOL,Ohio,Marion Local,Mercer County,45860,Maria Stein,576,8,4,12,35.62,16.17
MARION LOCAL HIGH SCHOOL,Ohio,Marion Local,Mercer County,45860,Maria Stein,288,5,6,11,16.87,17.07
MARION-FRANKLIN HIGH SCHOOL,Ohio,Columbus City School District,Franklin County,43207,Columbus,466,–,–,–,32,14.56
MARION-STERLING ELEMENTARY SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44115,Cleveland,340,–,–,–,22,15.45
MARITIME ACADEMY OF TOLEDO THE,Ohio,Maritime Academy of Toledo The,Lucas County,43604,Toledo,305,236,20,256,19,16.05
MARK TWAIN ELEMENTARY SCHOOL,Ohio,Westerville City,Franklin County,43081,Westerville,595,194,23,217,25,23.8
MARK TWAIN ELEMENTARY SCHOOL,Ohio,Miamisburg City,Montgomery County,45342,Miamisburg,335,127,22,149,22.5,14.89
MARKET STREET ELEMENTARY SCHOOL,Ohio,Boardman Local,Mahoning County,44512,Youngstown,359,230,19,249,19.5,18.41
MARLBORO ELEMENTARY SCHOOL,Ohio,Marlington Local,Stark County,44641,Louisville,257,90,18,108,13.33,19.28
MARLINGTON HIGH SCHOOL,Ohio,Marlington Local,Stark County,44601,Alliance,796,263,38,301,41.06,19.39
MARLINGTON MIDDLE SCHOOL,Ohio,Marlington Local,Stark County,44601,Alliance,530,227,34,261,28.93,18.32
MARR/COOK ELEMENTARY SCHOOL,Ohio,Goshen Local,Clermont County,45122,Goshen,707,315,25,340,32.97,21.44
MARSHALL HIGH SCHOOL,Ohio,Marshall High School,Butler County,45044,Middletown,269,204,12,216,10.05,26.77
MARSHALL STEMM ACADEMY,Ohio,Toledo City,Lucas County,43609,Toledo,360,–,–,–,19,18.95
MARTIN LUTHER KING ACADEMY FOR BOYS ELEMENTARY SCHOOL,Ohio,Toledo City,Lucas County,43607,Toledo,215,–,–,–,16,13.44
MARTIN LUTHER KING JR. CAMPUS,Ohio,Cleveland Municipal,Cuyahoga County,44103,Cleveland,341,–,–,–,25,13.64
MARTINS FERRY HIGH SCHOOL,Ohio,Martins Ferry City,Belmont County,43935,Martins Ferry,416,358,55,413,29,14.34
MARTINS FERRY MIDDLE SCHOOL,Ohio,Martins Ferry City,Belmont County,43935,Martins Ferry,470,–,–,–,23,20.43
MARY B MARTIN SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44103,Cleveland,267,–,–,–,25.01,10.68
MARY EMMA BAILEY ELEMENTARY SCHOOL,Ohio,Dublin City,Franklin County,43017,Dublin,631,22,5,27,29,21.76
MARY L EVANS EARLY CHILDHOOD CENTER,Ohio,North Canton City,Stark County,44720,North Canton,103,–,–,–,0.1,1030
MARY M BETHUNE,Ohio,Cleveland Municipal,Cuyahoga County,44106,Cleveland,283,–,–,–,21,13.48
MARYLAND ELEMENTARY SCHOOL,Ohio,Bexley City,Franklin County,43209,Bexley,317,30,7,37,19.15,16.55
MARYSVILLE HIGH SCHOOL,Ohio,Marysville Exempted Village,Union County,43040,Marysville,1104,185,62,247,56.8,19.44
MARYSVILLE STEM EARLY COLLEGE HIGH SCHOOL,OHIO,Marysville Exempted Village,Union County,43040,Marysville,581,28,13,41,21.25,27.34
MASON CENTRAL,OHIO,Mason City,Warren County,45040,Mason,0,–,–,–,0,†
MASON COMMUNITY LEARNING CENTER,Ohio,Akron City,Summit County,44306,Akron,262,–,–,–,25.8,10.16
MASON EARLY CHILDHOOD CENTER ELEMENTARY SCHOOL,Ohio,Mason City,Warren County,45040,Mason,2072,98,29,127,90.5,22.9
MASON ELEMENTARY SCHOOL,Ohio,Canton City,Stark County,44709,Canton,191,–,–,–,10.2,18.73
MASON INTERMEDIATE ELEMENTARY SCHOOL,Ohio,Mason City,Warren County,45040,Mason,2385,221,68,289,114,20.92
MASON MIDDLE SCHOOL,Ohio,Mason City,Warren County,45040,Mason,1714,–,–,–,86.5,19.82
